,Generator,Time,Value,Zones,Type,$/MWh
0,HERMISTON_4,1,0.0,PNW,Gas,30.942525817980002
1,HERMISTON_4,2,0.0,PNW,Gas,30.942525817980002
2,HERMISTON_4,3,0.0,PNW,Gas,30.942525817980002
3,HERMISTON_4,4,0.0,PNW,Gas,30.942525817980002
4,HERMISTON_4,5,0.0,PNW,Gas,30.942525817980002
5,HERMISTON_4,6,0.0,PNW,Gas,30.942525817980002
6,HERMISTON_4,7,0.0,PNW,Gas,30.942525817980002
7,HERMISTON_4,8,0.0,PNW,Gas,30.942525817980002
8,HERMISTON_4,9,0.0,PNW,Gas,30.942525817980002
9,HERMISTON_4,10,0.0,PNW,Gas,30.942525817980002
10,HERMISTON_4,11,0.0,PNW,Gas,30.942525817980002
11,HERMISTON_4,12,0.0,PNW,Gas,30.942525817980002
12,HERMISTON_4,13,0.0,PNW,Gas,30.942525817980002
13,HERMISTON_4,14,0.0,PNW,Gas,30.942525817980002
14,HERMISTON_4,15,0.0,PNW,Gas,30.942525817980002
15,HERMISTON_4,16,0.0,PNW,Gas,30.942525817980002
16,HERMISTON_4,17,0.0,PNW,Gas,30.942525817980002
17,HERMISTON_4,18,0.0,PNW,Gas,30.942525817980002
18,HERMISTON_4,19,0.0,PNW,Gas,30.942525817980002
19,HERMISTON_4,20,0.0,PNW,Gas,30.942525817980002
20,HERMISTON_4,21,0.0,PNW,Gas,30.942525817980002
21,HERMISTON_4,22,0.0,PNW,Gas,30.942525817980002
22,HERMISTON_4,23,0.0,PNW,Gas,30.942525817980002
23,HERMISTON_4,24,0.0,PNW,Gas,30.942525817980002
24,KLAMATH_COGEN_CT1,1,0.0,PNW,Gas,32.12242581798
25,KLAMATH_COGEN_CT1,2,0.0,PNW,Gas,32.12242581798
26,KLAMATH_COGEN_CT1,3,0.0,PNW,Gas,32.12242581798
27,KLAMATH_COGEN_CT1,4,0.0,PNW,Gas,32.12242581798
28,KLAMATH_COGEN_CT1,5,0.0,PNW,Gas,32.12242581798
29,KLAMATH_COGEN_CT1,6,0.0,PNW,Gas,32.12242581798
