,Generator,Time,Value,Zones,Type,$/MWh
0,RATHDRUM_1,1,0.0,PNW,Gas,44.62669828466999
1,RATHDRUM_1,2,0.0,PNW,Gas,44.62669828466999
2,RATHDRUM_1,3,0.0,PNW,Gas,44.62669828466999
3,RATHDRUM_1,4,0.0,PNW,Gas,44.62669828466999
4,RATHDRUM_1,5,0.0,PNW,Gas,44.62669828466999
5,RATHDRUM_1,6,0.0,PNW,Gas,44.62669828466999
6,RATHDRUM_1,7,0.0,PNW,Gas,44.62669828466999
7,RATHDRUM_1,8,0.0,PNW,Gas,44.62669828466999
8,RATHDRUM_1,9,0.0,PNW,Gas,44.62669828466999
9,RATHDRUM_1,10,0.0,PNW,Gas,44.62669828466999
10,RATHDRUM_1,11,0.0,PNW,Gas,44.62669828466999
11,RATHDRUM_1,12,0.0,PNW,Gas,44.62669828466999
12,RATHDRUM_1,13,0.0,PNW,Gas,44.62669828466999
13,RATHDRUM_1,14,0.0,PNW,Gas,44.62669828466999
14,RATHDRUM_1,15,0.0,PNW,Gas,44.62669828466999
15,RATHDRUM_1,16,0.0,PNW,Gas,44.62669828466999
16,RATHDRUM_1,17,0.0,PNW,Gas,44.62669828466999
17,RATHDRUM_1,18,0.0,PNW,Gas,44.62669828466999
18,RATHDRUM_1,19,0.0,PNW,Gas,44.62669828466999
19,RATHDRUM_1,20,0.0,PNW,Gas,44.62669828466999
20,RATHDRUM_1,21,0.0,PNW,Gas,44.62669828466999
21,RATHDRUM_1,22,0.0,PNW,Gas,44.62669828466999
22,RATHDRUM_1,23,0.0,PNW,Gas,44.62669828466999
23,RATHDRUM_1,24,0.0,PNW,Gas,44.62669828466999
24,RATHDRUM_2,1,0.0,PNW,Gas,44.62669828466999
25,RATHDRUM_2,2,0.0,PNW,Gas,44.62669828466999
26,RATHDRUM_2,3,0.0,PNW,Gas,44.62669828466999
27,RATHDRUM_2,4,0.0,PNW,Gas,44.62669828466999
28,RATHDRUM_2,5,0.0,PNW,Gas,44.62669828466999
29,RATHDRUM_2,6,0.0,PNW,Gas,44.62669828466999
30,RATHDRUM_2,7,0.0,PNW,Gas,44.62669828466999
31,RATHDRUM_2,8,0.0,PNW,Gas,44.62669828466999
32,RATHDRUM_2,9,0.0,PNW,Gas,44.62669828466999
33,RATHDRUM_2,10,0.0,PNW,Gas,44.62669828466999
34,RATHDRUM_2,11,0.0,PNW,Gas,44.62669828466999
35,RATHDRUM_2,12,0.0,PNW,Gas,44.62669828466999
36,RATHDRUM_2,13,0.0,PNW,Gas,44.62669828466999
37,RATHDRUM_2,14,0.0,PNW,Gas,44.62669828466999
38,RATHDRUM_2,15,0.0,PNW,Gas,44.62669828466999
39,RATHDRUM_2,16,0.0,PNW,Gas,44.62669828466999
40,RATHDRUM_2,17,0.0,PNW,Gas,44.62669828466999
41,RATHDRUM_2,18,0.0,PNW,Gas,44.62669828466999
42,RATHDRUM_2,19,0.0,PNW,Gas,44.62669828466999
43,RATHDRUM_2,20,0.0,PNW,Gas,44.62669828466999
44,RATHDRUM_2,21,0.0,PNW,Gas,44.62669828466999
45,RATHDRUM_2,22,0.0,PNW,Gas,44.62669828466999
46,RATHDRUM_2,23,0.0,PNW,Gas,44.62669828466999
47,RATHDRUM_2,24,0.0,PNW,Gas,44.62669828466999
48,RATHDRUMPWR_CTG1,1,35.88,PNW,Gas,31.87562911038
49,RATHDRUMPWR_CTG1,2,35.88,PNW,Gas,31.87562911038
50,RATHDRUMPWR_CTG1,3,35.88,PNW,Gas,31.87562911038
51,RATHDRUMPWR_CTG1,4,35.88,PNW,Gas,31.87562911038
52,RATHDRUMPWR_CTG1,5,35.88,PNW,Gas,31.87562911038
53,RATHDRUMPWR_CTG1,6,35.88,PNW,Gas,31.87562911038
54,RATHDRUMPWR_CTG1,7,35.88,PNW,Gas,31.87562911038
55,RATHDRUMPWR_CTG1,8,35.88,PNW,Gas,31.87562911038
56,RATHDRUMPWR_CTG1,9,35.88,PNW,Gas,31.87562911038
57,RATHDRUMPWR_CTG1,10,35.88,PNW,Gas,31.87562911038
58,RATHDRUMPWR_CTG1,11,35.88,PNW,Gas,31.87562911038
59,RATHDRUMPWR_CTG1,12,35.88,PNW,Gas,31.87562911038
60,RATHDRUMPWR_CTG1,13,35.88,PNW,Gas,31.87562911038
61,RATHDRUMPWR_CTG1,14,35.88,PNW,Gas,31.87562911038
62,RATHDRUMPWR_CTG1,15,35.88,PNW,Gas,31.87562911038
63,RATHDRUMPWR_CTG1,16,35.88,PNW,Gas,31.87562911038
64,RATHDRUMPWR_CTG1,17,35.88,PNW,Gas,31.87562911038
65,RATHDRUMPWR_CTG1,18,35.88,PNW,Gas,31.87562911038
66,RATHDRUMPWR_CTG1,19,35.88,PNW,Gas,31.87562911038
67,RATHDRUMPWR_CTG1,20,35.88,PNW,Gas,31.87562911038
68,RATHDRUMPWR_CTG1,21,35.88,PNW,Gas,31.87562911038
69,RATHDRUMPWR_CTG1,22,35.88,PNW,Gas,31.87562911038
70,RATHDRUMPWR_CTG1,23,35.88,PNW,Gas,31.87562911038
71,RATHDRUMPWR_CTG1,24,35.88,PNW,Gas,31.87562911038
72,RATHDRUMPWR_STG1,1,24.42,PNW,Gas,31.87562911038
73,RATHDRUMPWR_STG1,2,24.42,PNW,Gas,31.87562911038
74,RATHDRUMPWR_STG1,3,24.42,PNW,Gas,31.87562911038
75,RATHDRUMPWR_STG1,4,24.42,PNW,Gas,31.87562911038
76,RATHDRUMPWR_STG1,5,24.42,PNW,Gas,31.87562911038
77,RATHDRUMPWR_STG1,6,24.42,PNW,Gas,31.87562911038
78,RATHDRUMPWR_STG1,7,24.42,PNW,Gas,31.87562911038
79,RATHDRUMPWR_STG1,8,24.42,PNW,Gas,31.87562911038
80,RATHDRUMPWR_STG1,9,24.42,PNW,Gas,31.87562911038
81,RATHDRUMPWR_STG1,10,24.42,PNW,Gas,31.87562911038
82,RATHDRUMPWR_STG1,11,24.42,PNW,Gas,31.87562911038
83,RATHDRUMPWR_STG1,12,24.42,PNW,Gas,31.87562911038
84,RATHDRUMPWR_STG1,13,24.42,PNW,Gas,31.87562911038
85,RATHDRUMPWR_STG1,14,24.42,PNW,Gas,31.87562911038
86,RATHDRUMPWR_STG1,15,24.42,PNW,Gas,31.87562911038
87,RATHDRUMPWR_STG1,16,24.42,PNW,Gas,31.87562911038
88,RATHDRUMPWR_STG1,17,24.42,PNW,Gas,31.87562911038
89,RATHDRUMPWR_STG1,18,24.42,PNW,Gas,31.87562911038
90,RATHDRUMPWR_STG1,19,24.42,PNW,Gas,31.87562911038
91,RATHDRUMPWR_STG1,20,24.42,PNW,Gas,31.87562911038
92,RATHDRUMPWR_STG1,21,24.42,PNW,Gas,31.87562911038
93,RATHDRUMPWR_STG1,22,24.42,PNW,Gas,31.87562911038
94,RATHDRUMPWR_STG1,23,24.42,PNW,Gas,31.87562911038
95,RATHDRUMPWR_STG1,24,24.42,PNW,Gas,31.87562911038
96,RUPERT_1002,1,0.0,PNW,Gas,50.24102911038
97,RUPERT_1002,2,0.0,PNW,Gas,50.24102911038
98,RUPERT_1002,3,0.0,PNW,Gas,50.24102911038
99,RUPERT_1002,4,0.0,PNW,Gas,50.24102911038
100,RUPERT_1002,5,0.0,PNW,Gas,50.24102911038
101,RUPERT_1002,6,0.0,PNW,Gas,50.24102911038
102,RUPERT_1002,7,0.0,PNW,Gas,50.24102911038
103,RUPERT_1002,8,0.0,PNW,Gas,50.24102911038
104,RUPERT_1002,9,0.0,PNW,Gas,50.24102911038
105,RUPERT_1002,10,0.0,PNW,Gas,50.24102911038
106,RUPERT_1002,11,0.0,PNW,Gas,50.24102911038
107,RUPERT_1002,12,0.0,PNW,Gas,50.24102911038
108,RUPERT_1002,13,0.0,PNW,Gas,50.24102911038
109,RUPERT_1002,14,0.0,PNW,Gas,50.24102911038
110,RUPERT_1002,15,0.0,PNW,Gas,50.24102911038
111,RUPERT_1002,16,0.0,PNW,Gas,50.24102911038
112,RUPERT_1002,17,0.0,PNW,Gas,50.24102911038
113,RUPERT_1002,18,0.0,PNW,Gas,50.24102911038
114,RUPERT_1002,19,0.0,PNW,Gas,50.24102911038
115,RUPERT_1002,20,0.0,PNW,Gas,50.24102911038
116,RUPERT_1002,21,0.0,PNW,Gas,50.24102911038
117,RUPERT_1002,22,0.0,PNW,Gas,50.24102911038
118,RUPERT_1002,23,0.0,PNW,Gas,50.24102911038
119,RUPERT_1002,24,0.0,PNW,Gas,50.24102911038
120,ALDEN_BAILEY_LOKI,1,2.1800000000000006,PNW,Gas,29.85229828467
121,ALDEN_BAILEY_LOKI,2,2.18,PNW,Gas,29.85229828467
122,ALDEN_BAILEY_LOKI,3,2.18,PNW,Gas,29.85229828467
123,ALDEN_BAILEY_LOKI,4,2.18,PNW,Gas,29.85229828467
124,ALDEN_BAILEY_LOKI,5,2.18,PNW,Gas,29.85229828467
125,ALDEN_BAILEY_LOKI,6,2.18,PNW,Gas,29.85229828467
126,ALDEN_BAILEY_LOKI,7,2.18,PNW,Gas,29.85229828467
127,ALDEN_BAILEY_LOKI,8,2.18,PNW,Gas,29.85229828467
128,ALDEN_BAILEY_LOKI,9,2.18,PNW,Gas,29.85229828467
129,ALDEN_BAILEY_LOKI,10,2.18,PNW,Gas,29.85229828467
130,ALDEN_BAILEY_LOKI,11,2.1800000000000006,PNW,Gas,29.85229828467
131,ALDEN_BAILEY_LOKI,12,2.1800000000000006,PNW,Gas,29.85229828467
132,ALDEN_BAILEY_LOKI,13,2.1800000000000006,PNW,Gas,29.85229828467
133,ALDEN_BAILEY_LOKI,14,2.1800000000000006,PNW,Gas,29.85229828467
134,ALDEN_BAILEY_LOKI,15,2.18,PNW,Gas,29.85229828467
135,ALDEN_BAILEY_LOKI,16,2.18,PNW,Gas,29.85229828467
136,ALDEN_BAILEY_LOKI,17,2.1800000000000006,PNW,Gas,29.85229828467
137,ALDEN_BAILEY_LOKI,18,2.1800000000000006,PNW,Gas,29.85229828467
138,ALDEN_BAILEY_LOKI,19,2.18,PNW,Gas,29.85229828467
139,ALDEN_BAILEY_LOKI,20,2.1800000000000006,PNW,Gas,29.85229828467
140,ALDEN_BAILEY_LOKI,21,2.1800000000000006,PNW,Gas,29.85229828467
141,ALDEN_BAILEY_LOKI,22,2.18,PNW,Gas,29.85229828467
142,ALDEN_BAILEY_LOKI,23,2.18,PNW,Gas,29.85229828467
143,ALDEN_BAILEY_LOKI,24,2.18,PNW,Gas,29.85229828467
144,BEAVER_1,1,0.0,PNW,Gas,74.5059291309
145,BEAVER_1,2,0.0,PNW,Gas,74.5059291309
146,BEAVER_1,3,0.0,PNW,Gas,74.5059291309
147,BEAVER_1,4,0.0,PNW,Gas,74.5059291309
148,BEAVER_1,5,0.0,PNW,Gas,74.5059291309
149,BEAVER_1,6,0.0,PNW,Gas,74.5059291309
150,BEAVER_1,7,0.0,PNW,Gas,74.5059291309
151,BEAVER_1,8,0.0,PNW,Gas,74.5059291309
152,BEAVER_1,9,0.0,PNW,Gas,74.5059291309
153,BEAVER_1,10,0.0,PNW,Gas,74.5059291309
154,BEAVER_1,11,0.0,PNW,Gas,74.5059291309
155,BEAVER_1,12,0.0,PNW,Gas,74.5059291309
156,BEAVER_1,13,0.0,PNW,Gas,74.5059291309
157,BEAVER_1,14,0.0,PNW,Gas,74.5059291309
158,BEAVER_1,15,0.0,PNW,Gas,74.5059291309
159,BEAVER_1,16,0.0,PNW,Gas,74.5059291309
160,BEAVER_1,17,0.0,PNW,Gas,74.5059291309
161,BEAVER_1,18,0.0,PNW,Gas,74.5059291309
162,BEAVER_1,19,0.0,PNW,Gas,74.5059291309
163,BEAVER_1,20,0.0,PNW,Gas,74.5059291309
164,BEAVER_1,21,0.0,PNW,Gas,74.5059291309
165,BEAVER_1,22,0.0,PNW,Gas,74.5059291309
166,BEAVER_1,23,0.0,PNW,Gas,74.5059291309
167,BEAVER_1,24,0.0,PNW,Gas,74.5059291309
168,BEAVER_2,1,0.0,PNW,Gas,74.5059291309
169,BEAVER_2,2,0.0,PNW,Gas,74.5059291309
170,BEAVER_2,3,0.0,PNW,Gas,74.5059291309
171,BEAVER_2,4,0.0,PNW,Gas,74.5059291309
172,BEAVER_2,5,0.0,PNW,Gas,74.5059291309
173,BEAVER_2,6,0.0,PNW,Gas,74.5059291309
174,BEAVER_2,7,0.0,PNW,Gas,74.5059291309
175,BEAVER_2,8,0.0,PNW,Gas,74.5059291309
176,BEAVER_2,9,0.0,PNW,Gas,74.5059291309
177,BEAVER_2,10,0.0,PNW,Gas,74.5059291309
178,BEAVER_2,11,0.0,PNW,Gas,74.5059291309
179,BEAVER_2,12,0.0,PNW,Gas,74.5059291309
180,BEAVER_2,13,0.0,PNW,Gas,74.5059291309
181,BEAVER_2,14,0.0,PNW,Gas,74.5059291309
182,BEAVER_2,15,0.0,PNW,Gas,74.5059291309
183,BEAVER_2,16,0.0,PNW,Gas,74.5059291309
184,BEAVER_2,17,0.0,PNW,Gas,74.5059291309
185,BEAVER_2,18,0.0,PNW,Gas,74.5059291309
186,BEAVER_2,19,0.0,PNW,Gas,74.5059291309
187,BEAVER_2,20,0.0,PNW,Gas,74.5059291309
188,BEAVER_2,21,0.0,PNW,Gas,74.5059291309
189,BEAVER_2,22,0.0,PNW,Gas,74.5059291309
190,BEAVER_2,23,0.0,PNW,Gas,74.5059291309
191,BEAVER_2,24,0.0,PNW,Gas,74.5059291309
192,BEAVER_3,1,0.0,PNW,Gas,74.5059291309
193,BEAVER_3,2,0.0,PNW,Gas,74.5059291309
194,BEAVER_3,3,0.0,PNW,Gas,74.5059291309
195,BEAVER_3,4,0.0,PNW,Gas,74.5059291309
196,BEAVER_3,5,0.0,PNW,Gas,74.5059291309
197,BEAVER_3,6,0.0,PNW,Gas,74.5059291309
198,BEAVER_3,7,0.0,PNW,Gas,74.5059291309
199,BEAVER_3,8,0.0,PNW,Gas,74.5059291309
200,BEAVER_3,9,0.0,PNW,Gas,74.5059291309
201,BEAVER_3,10,0.0,PNW,Gas,74.5059291309
202,BEAVER_3,11,0.0,PNW,Gas,74.5059291309
203,BEAVER_3,12,0.0,PNW,Gas,74.5059291309
204,BEAVER_3,13,0.0,PNW,Gas,74.5059291309
205,BEAVER_3,14,0.0,PNW,Gas,74.5059291309
206,BEAVER_3,15,0.0,PNW,Gas,74.5059291309
207,BEAVER_3,16,0.0,PNW,Gas,74.5059291309
208,BEAVER_3,17,0.0,PNW,Gas,74.5059291309
209,BEAVER_3,18,0.0,PNW,Gas,74.5059291309
210,BEAVER_3,19,0.0,PNW,Gas,74.5059291309
211,BEAVER_3,20,0.0,PNW,Gas,74.5059291309
212,BEAVER_3,21,0.0,PNW,Gas,74.5059291309
213,BEAVER_3,22,0.0,PNW,Gas,74.5059291309
214,BEAVER_3,23,0.0,PNW,Gas,74.5059291309
215,BEAVER_3,24,0.0,PNW,Gas,74.5059291309
216,BEAVER_4,1,0.0,PNW,Gas,74.5059291309
217,BEAVER_4,2,0.0,PNW,Gas,74.5059291309
218,BEAVER_4,3,0.0,PNW,Gas,74.5059291309
219,BEAVER_4,4,0.0,PNW,Gas,74.5059291309
220,BEAVER_4,5,0.0,PNW,Gas,74.5059291309
221,BEAVER_4,6,0.0,PNW,Gas,74.5059291309
222,BEAVER_4,7,0.0,PNW,Gas,74.5059291309
223,BEAVER_4,8,0.0,PNW,Gas,74.5059291309
224,BEAVER_4,9,0.0,PNW,Gas,74.5059291309
225,BEAVER_4,10,0.0,PNW,Gas,74.5059291309
226,BEAVER_4,11,0.0,PNW,Gas,74.5059291309
227,BEAVER_4,12,0.0,PNW,Gas,74.5059291309
228,BEAVER_4,13,0.0,PNW,Gas,74.5059291309
229,BEAVER_4,14,0.0,PNW,Gas,74.5059291309
230,BEAVER_4,15,0.0,PNW,Gas,74.5059291309
231,BEAVER_4,16,0.0,PNW,Gas,74.5059291309
232,BEAVER_4,17,0.0,PNW,Gas,74.5059291309
233,BEAVER_4,18,0.0,PNW,Gas,74.5059291309
234,BEAVER_4,19,0.0,PNW,Gas,74.5059291309
235,BEAVER_4,20,0.0,PNW,Gas,74.5059291309
236,BEAVER_4,21,0.0,PNW,Gas,74.5059291309
237,BEAVER_4,22,0.0,PNW,Gas,74.5059291309
238,BEAVER_4,23,0.0,PNW,Gas,74.5059291309
239,BEAVER_4,24,0.0,PNW,Gas,74.5059291309
240,BEAVER_5,1,0.0,PNW,Gas,74.5059291309
241,BEAVER_5,2,0.0,PNW,Gas,74.5059291309
242,BEAVER_5,3,0.0,PNW,Gas,74.5059291309
243,BEAVER_5,4,0.0,PNW,Gas,74.5059291309
244,BEAVER_5,5,0.0,PNW,Gas,74.5059291309
245,BEAVER_5,6,0.0,PNW,Gas,74.5059291309
246,BEAVER_5,7,0.0,PNW,Gas,74.5059291309
247,BEAVER_5,8,0.0,PNW,Gas,74.5059291309
248,BEAVER_5,9,0.0,PNW,Gas,74.5059291309
249,BEAVER_5,10,0.0,PNW,Gas,74.5059291309
250,BEAVER_5,11,0.0,PNW,Gas,74.5059291309
251,BEAVER_5,12,0.0,PNW,Gas,74.5059291309
252,BEAVER_5,13,0.0,PNW,Gas,74.5059291309
253,BEAVER_5,14,0.0,PNW,Gas,74.5059291309
254,BEAVER_5,15,0.0,PNW,Gas,74.5059291309
255,BEAVER_5,16,0.0,PNW,Gas,74.5059291309
256,BEAVER_5,17,0.0,PNW,Gas,74.5059291309
257,BEAVER_5,18,0.0,PNW,Gas,74.5059291309
258,BEAVER_5,19,0.0,PNW,Gas,74.5059291309
259,BEAVER_5,20,0.0,PNW,Gas,74.5059291309
260,BEAVER_5,21,0.0,PNW,Gas,74.5059291309
261,BEAVER_5,22,0.0,PNW,Gas,74.5059291309
262,BEAVER_5,23,0.0,PNW,Gas,74.5059291309
263,BEAVER_5,24,0.0,PNW,Gas,74.5059291309
264,BEAVER_6,1,0.0,PNW,Gas,74.5059291309
265,BEAVER_6,2,0.0,PNW,Gas,74.5059291309
266,BEAVER_6,3,0.0,PNW,Gas,74.5059291309
267,BEAVER_6,4,0.0,PNW,Gas,74.5059291309
268,BEAVER_6,5,0.0,PNW,Gas,74.5059291309
269,BEAVER_6,6,0.0,PNW,Gas,74.5059291309
270,BEAVER_6,7,0.0,PNW,Gas,74.5059291309
271,BEAVER_6,8,0.0,PNW,Gas,74.5059291309
272,BEAVER_6,9,0.0,PNW,Gas,74.5059291309
273,BEAVER_6,10,0.0,PNW,Gas,74.5059291309
274,BEAVER_6,11,0.0,PNW,Gas,74.5059291309
275,BEAVER_6,12,0.0,PNW,Gas,74.5059291309
276,BEAVER_6,13,0.0,PNW,Gas,74.5059291309
277,BEAVER_6,14,0.0,PNW,Gas,74.5059291309
